doc,rank,term,count
physics_pages/page_0331.md,16,small,2
physics_pages/page_0331.md,17,stop,2
physics_pages/page_0331.md,18,world,2
physics_pages/page_0331.md,19,shivering,2
physics_pages/page_0331.md,20,n,2
physics_pages/page_0332.md,1,work,14
physics_pages/page_0332.md,2,m,13
physics_pages/page_0332.md,3,force,11
physics_pages/page_0332.md,4,k,10
physics_pages/page_0332.md,5,speed,10
physics_pages/page_0332.md,6,energy,7
physics_pages/page_0332.md,7,figure,6
physics_pages/page_0332.md,8,sled,6
physics_pages/page_0332.md,9,car,6
physics_pages/page_0332.md,10,friction,5
physics_pages/page_0332.md,11,g,5
physics_pages/page_0332.md,12,constant,5
physics_pages/page_0332.md,13,cart,5
physics_pages/page_0332.md,14,b,5
physics_pages/page_0332.md,15,moving,4
physics_pages/page_0332.md,16,pushes,4
physics_pages/page_0332.md,17,s,4
physics_pages/page_0332.md,18,crate,4
physics_pages/page_0332.md,19,ramp,4
physics_pages/page_0332.md,20,h,4
physics_pages/page_0333.md,1,m,19
physics_pages/page_0333.md,2,energy,10
physics_pages/page_0333.md,3,s,10
physics_pages/page_0333.md,4,force,9
physics_pages/page_0333.md,5,k,8
physics_pages/page_0333.md,6,speed,8
physics_pages/page_0333.md,7,g,7
physics_pages/page_0333.md,8,car,7
physics_pages/page_0333.md,9,initial,6
physics_pages/page_0333.md,10,gravitational,5
physics_pages/page_0333.md,11,glove,5
physics_pages/page_0333.md,12,b,5
physics_pages/page_0333.md,13,potential,5
physics_pages/page_0333.md,14,calculate,4
physics_pages/page_0333.md,15,mass,4
physics_pages/page_0333.md,16,rest,4
physics_pages/page_0333.md,17,figure,4
physics_pages/page_0333.md,18,average,4
physics_pages/page_0333.md,19,blow,3
physics_pages/page_0333.md,20,bumper,3
physics_pages/page_0334.md,1,energy,17
physics_pages/page_0334.md,2,m,10
physics_pages/page_0334.md,3,speed,7
physics_pages/page_0334.md,4,s,5
physics_pages/page_0334.md,5,figure,5
physics_pages/page_0334.md,6,initial,5
physics_pages/page_0334.md,7,table,4
physics_pages/page_0334.md,8,supply,4
physics_pages/page_0334.md,9,spring,4
physics_pages/page_0334.md,10,fusion,4
physics_pages/page_0334.md,11,friction,4
physics_pages/page_0334.md,12,stick,3
physics_pages/page_0334.md,13,k,3
physics_pages/page_0334.md,14,force,3
physics_pages/page_0334.md,15,hill,3
physics_pages/page_0334.md,16,x,3
physics_pages/page_0334.md,17,hydrogen,2
physics_pages/page_0334.md,18,crab,2
physics_pages/page_0334.md,19,power,2
physics_pages/page_0334.md,20,dangerous,2
physics_pages/page_0336.md,1,m,10
physics_pages/page_0336.md,2,energy,9
physics_pages/page_0336.md,3,h,8
physics_pages/page_0336.md,4,person,8
physics_pages/page_0336.md,5,b,7
physics_pages/page_0336.md,6,g,7
physics_pages/page_0336.md,7,k,7
physics_pages/page_0336.md,8,power,7
physics_pages/page_0336.md,9,work,6
physics_pages/page_0336.md,10,calculate,6
physics_pages/page_0336.md,11,s,6
physics_pages/page_0336.md,12,efficiency,5
physics_pages/page_0336.md,13,rate,5
physics_pages/page_0336.md,14,weight,4
physics_pages/page_0336.md,15,force,4
physics_pages/page_0336.md,16,produced,4
physics_pages/page_0336.md,17,c,4
physics_pages/page_0336.md,18,min,3
physics_pages/page_0336.md,19,magnitude,3
physics_pages/page_0336.md,20,shot,3
physics_pages/page_0337.md,1,calculate,6
physics_pages/page_0337.md,2,figure,6
physics_pages/page_0337.md,3,mass,5
physics_pages/page_0337.md,4,b,4
physics_pages/page_0337.md,5,work,4
physics_pages/page_0337.md,6,energy,4
physics_pages/page_0337.md,7,food,4
physics_pages/page_0337.md,8,m,4
physics_pages/page_0337.md,9,oxygen,4
physics_pages/page_0337.md,10,k,3
physics_pages/page_0337.md,11,efficiency,3
physics_pages/page_0337.md,12,c,3
physics_pages/page_0337.md,13,lifting,3
physics_pages/page_0337.md,14,long,3
physics_pages/page_0337.md,15,output,3
physics_pages/page_0337.md,16,pyramid,3
physics_pages/page_0337.md,17,workers,3
physics_pages/page_0337.md,18,climber,3
physics_pages/page_0337.md,19,assuming,3
physics_pages/page_0337.md,20,power,2
physics_pages/page_0338.md,1,m,13
physics_pages/page_0338.md,2,force,12
physics_pages/page_0338.md,3,g,9
physics_pages/page_0338.md,4,k,9
physics_pages/page_0338.md,5,c,9
physics_pages/page_0338.md,6,b,7
physics_pages/page_0338.md,7,work,7
physics_pages/page_0338.md,8,resistance,7
physics_pages/page_0338.md,9,s,7
physics_pages/page_0338.md,10,unreasonable,6
physics_pages/page_0338.md,11,concepts,5
physics_pages/page_0338.md,12,integrated,5
physics_pages/page_0338.md,13,average,4
physics_pages/page_0338.md,14,n,4
physics_pages/page_0338.md,15,elevator,4
physics_pages/page_0338.md,16,velocity,4
physics_pages/page_0338.md,17,air,4
physics_pages/page_0338.md,18,fat,4
physics_pages/page_0338.md,19,figure,3
physics_pages/page_0338.md,20,results,3
physics_pages/page_0346.md,1,impulse,10
physics_pages/page_0346.md,2,ball,8
physics_pages/page_0346.md,3,momentum,7
physics_pages/page_0346.md,4,equal,7
physics_pages/page_0346.md,5,force,6
physics_pages/page_0346.md,6,change,6
physics_pages/page_0346.md,7,f,6
physics_pages/page_0346.md,8,wall,4
physics_pages/page_0346.md,9,t,4
physics_pages/page_0346.md,10,area,3
physics_pages/page_0346.md,11,time,3
physics_pages/page_0346.md,12,direction,3
physics_pages/page_0346.md,13,effective,2
physics_pages/page_0346.md,14,actual,2
physics_pages/page_0346.md,15,forces,2
physics_pages/page_0346.md,16,imparted,2
physics_pages/page_0346.md,17,m,2
physics_pages/page_0346.md,18,p,2
physics_pages/page_0346.md,19,e,2
physics_pages/page_0346.md,20,zero,2
physics_pages/page_0348.md,1,momentum,11
physics_pages/page_0348.md,2,car,11
physics_pages/page_0348.md,3,collision,5
physics_pages/page_0348.md,4,f,4
physics_pages/page_0348.md,5,velocity,4
physics_pages/page_0348.md,6,cars,4
physics_pages/page_0348.md,7,v,4
physics_pages/page_0348.md,8,result,3
physics_pages/page_0348.md,9,total,3
physics_pages/page_0348.md,10,conserved,3
physics_pages/page_0348.md,11,force,3
physics_pages/page_0348.md,12,p,3
physics_pages/page_0348.md,13,objects,3
physics_pages/page_0348.md,14,system,3
physics_pages/page_0348.md,15,isolated,2
physics_pages/page_0348.md,16,t,2
physics_pages/page_0348.md,17,mass,2
physics_pages/page_0348.md,18,similarly,2
physics_pages/page_0348.md,19,speeds,2
physics_pages/page_0348.md,20,m,2
physics_pages/page_0350.md,1,particles,12
physics_pages/page_0350.md,2,momentum,12
physics_pages/page_0350.md,3,conservation,6
physics_pages/page_0350.md,4,ball,6
physics_pages/page_0350.md,5,subatomic,6
physics_pages/page_0350.md,6,tennis,6
physics_pages/page_0350.md,7,heart,5
physics_pages/page_0350.md,8,observations,4
physics_pages/page_0350.md,9,basketball,4
physics_pages/page_0350.md,10,explain,4
physics_pages/page_0350.md,11,hold,3
physics_pages/page_0350.md,12,direction,3
physics_pages/page_0350.md,13,contact,3
physics_pages/page_0350.md,14,water,3
physics_pages/page_0350.md,15,making,3
physics_pages/page_0350.md,16,jellyfish,3
physics_pages/page_0350.md,17,properties,3
physics_pages/page_0350.md,18,connections,3
physics_pages/page_0350.md,19,balls,3
physics_pages/page_0350.md,20,principle,3
physics_pages/page_0351.md,1,elastic,13
physics_pages/page_0351.md,2,energy,11
physics_pages/page_0351.md,3,kinetic,11
physics_pages/page_0351.md,4,collision,10
physics_pages/page_0351.md,5,internal,8
physics_pages/page_0351.md,6,collisions,7
physics_pages/page_0351.md,7,nearly,6
physics_pages/page_0351.md,8,electrons,4
physics_pages/page_0351.md,9,particle,4
physics_pages/page_0351.md,10,objects,4
physics_pages/page_0351.md,11,straight,3
physics_pages/page_0351.md,12,quarks,3
physics_pages/page_0351.md,13,system,3
physics_pages/page_0351.md,14,momentum,3
physics_pages/page_0351.md,15,conservation,3
physics_pages/page_0351.md,16,nuclei,3
physics_pages/page_0351.md,17,backward,3
physics_pages/page_0351.md,18,energies,2
physics_pages/page_0351.md,19,dimension,2
physics_pages/page_0351.md,20,evidence,2
physics_pages/page_0352.md,1,collision,10
physics_pages/page_0352.md,2,elastic,6
physics_pages/page_0352.md,3,kinetic,5
physics_pages/page_0352.md,4,conservation,4
physics_pages/page_0352.md,5,energy,4
physics_pages/page_0352.md,6,internal,4
physics_pages/page_0352.md,7,objects,4
physics_pages/page_0352.md,8,dimensional,4
physics_pages/page_0352.md,9,object,4
physics_pages/page_0352.md,10,equations,4
physics_pages/page_0352.md,11,unknowns,3
physics_pages/page_0352.md,12,use,3
physics_pages/page_0352.md,13,v,3
physics_pages/page_0352.md,14,velocities,3
physics_pages/page_0352.md,15,initially,3
physics_pages/page_0352.md,16,momentum,3
physics_pages/page_0352.md,17,find,2
physics_pages/page_0352.md,18,situation,2
physics_pages/page_0352.md,19,rest,2
physics_pages/page_0352.md,20,figure,2
physics_pages/page_0354.md,1,collision,16
physics_pages/page_0354.md,2,energy,15
physics_pages/page_0354.md,3,inelastic,14
physics_pages/page_0354.md,4,kinetic,13
physics_pages/page_0354.md,5,internal,13
physics_pages/page_0354.md,6,objects,8
physics_pages/page_0354.md,7,conserved,7
physics_pages/page_0354.md,8,perfectly,5
physics_pages/page_0354.md,9,stick,5
physics_pages/page_0354.md,10,collisions,4
physics_pages/page_0354.md,11,momentum,4
physics_pages/page_0354.md,12,m,3
physics_pages/page_0354.md,13,v,3
physics_pages/page_0354.md,14,equal,3
physics_pages/page_0354.md,15,forces,2
physics_pages/page_0354.md,16,reduces,2
physics_pages/page_0354.md,17,head,2
physics_pages/page_0354.md,18,called,2
physics_pages/page_0354.md,19,mass,2
physics_pages/page_0354.md,20,initial,2
physics_pages/page_0355.md,1,puck,11
physics_pages/page_0355.md,2,goalie,11
physics_pages/page_0355.md,3,velocity,10
physics_pages/page_0355.md,4,collision,6
physics_pages/page_0355.md,5,zero,5
physics_pages/page_0355.md,6,energy,5
physics_pages/page_0355.md,7,system,5
physics_pages/page_0355.md,8,kinetic,5
physics_pages/page_0355.md,9,v,5
physics_pages/page_0355.md,10,final,5
physics_pages/page_0355.md,11,momentum,5
physics_pages/page_0355.md,12,hockey,4
physics_pages/page_0355.md,13,conservation,3
physics_pages/page_0355.md,14,catches,3
physics_pages/page_0355.md,15,inelastic,3
physics_pages/page_0355.md,16,ice,3
physics_pages/page_0355.md,17,find,2
physics_pages/page_0355.md,18,force,2
physics_pages/page_0355.md,19,rest,2
physics_pages/page_0355.md,20,initial,2
physics_pages/page_0356.md,1,energy,12
physics_pages/page_0356.md,2,collision,8
physics_pages/page_0356.md,3,internal,7
physics_pages/page_0356.md,4,kinetic,7
physics_pages/page_0356.md,5,example,3
physics_pages/page_0356.md,6,converted,3
physics_pages/page_0356.md,7,collisions,3
physics_pages/page_0356.md,8,t,3
physics_pages/page_0356.md,9,k,3
physics_pages/page_0356.md,10,n,3
physics_pages/page_0356.md,11,e,3
physics_pages/page_0356.md,12,inelastic,2
physics_pages/page_0356.md,13,dimensional,2
physics_pages/page_0356.md,14,potential,2
physics_pages/page_0356.md,15,nearly,2
physics_pages/page_0356.md,16,important,2
physics_pages/page_0356.md,17,figure,2
physics_pages/page_0356.md,18,lost,2
physics_pages/page_0356.md,19,momentum,2
physics_pages/page_0356.md,20,initially,2
physics_pages/page_0359.md,1,equation,6
physics_pages/page_0359.md,2,momentum,5
physics_pages/page_0359.md,3,conservation,5
physics_pages/page_0359.md,4,initially,5
physics_pages/page_0359.md,5,v,5
physics_pages/page_0359.md,6,particle,4
physics_pages/page_0359.md,7,velocities,4
physics_pages/page_0359.md,8,particles,4
physics_pages/page_0359.md,9,system,3
physics_pages/page_0359.md,10,rest,3
physics_pages/page_0359.md,11,coordinate,3
physics_pages/page_0359.md,12,moves,2
physics_pages/page_0359.md,13,laboratory,2
physics_pages/page_0359.md,14,form,2
physics_pages/page_0359.md,15,zero,2
physics_pages/page_0359.md,16,target,2
physics_pages/page_0359.md,17,denote,2
physics_pages/page_0359.md,18,components,2
physics_pages/page_0359.md,19,collision,2
physics_pages/page_0359.md,20,y,2
physics_pages/page_0363.md,1,rocket,17
physics_pages/page_0363.md,2,acceleration,11
physics_pages/page_0363.md,3,mass,7
physics_pages/page_0363.md,4,greater,5
physics_pages/page_0363.md,5,gas,5
physics_pages/page_0363.md,6,ejected,5
physics_pages/page_0363.md,7,v,4
physics_pages/page_0363.md,8,e,4
physics_pages/page_0363.md,9,velocity,3
physics_pages/page_0363.md,10,m,3
physics_pages/page_0363.md,11,fuel,3
physics_pages/page_0363.md,12,system,3
physics_pages/page_0363.md,13,force,3
physics_pages/page_0363.md,14,factor,3
physics_pages/page_0363.md,15,equation,2
physics_pages/page_0363.md,16,exhaust,2
physics_pages/page_0363.md,17,factors,2
physics_pages/page_0363.md,18,upward,2
physics_pages/page_0363.md,19,time,2
physics_pages/page_0363.md,20,thrust,2
physics_pages/page_0365.md,1,fuel,12
physics_pages/page_0365.md,2,shuttle,5
physics_pages/page_0365.md,3,space,4
physics_pages/page_0365.md,4,rockets,4
physics_pages/page_0365.md,5,mass,4
physics_pages/page_0365.md,6,result,3
physics_pages/page_0365.md,7,rocket,3
physics_pages/page_0365.md,8,payload,3
physics_pages/page_0365.md,9,solid,3
physics_pages/page_0365.md,10,resistance,2
physics_pages/page_0365.md,11,reusable,2
physics_pages/page_0365.md,12,figure,2
physics_pages/page_0365.md,13,engines,2
physics_pages/page_0365.md,14,initial,2
physics_pages/page_0365.md,15,satellites,2
physics_pages/page_0365.md,16,boosters,2
physics_pages/page_0365.md,17,m,2
physics_pages/page_0365.md,18,velocity,2
physics_pages/page_0365.md,19,use,2
physics_pages/page_0365.md,20,airplanes,2
physics_pages/page_0377.md,1,equilibrium,9
physics_pages/page_0377.md,2,torque,6
physics_pages/page_0377.md,3,figure,5
physics_pages/page_0377.md,4,ice,5
physics_pages/page_0377.md,5,force,4
physics_pages/page_0377.md,6,condition,4
physics_pages/page_0377.md,7,rotation,4
physics_pages/page_0377.md,8,applied,4
physics_pages/page_0377.md,9,stick,4
physics_pages/page_0377.md,10,accelerated,3
physics_pages/page_0377.md,11,second,3
physics_pages/page_0377.md,12,forces,3
physics_pages/page_0377.md,13,f,3
physics_pages/page_0377.md,14,achieved,3
physics_pages/page_0377.md,15,necessary,3
physics_pages/page_0377.md,16,experiences,2
physics_pages/page_0377.md,17,section,2
physics_pages/page_0377.md,18,hockey,2
physics_pages/page_0377.md,19,flat,2
physics_pages/page_0377.md,20,case,2
physics_pages/page_0378.md,1,force,16
physics_pages/page_0378.md,2,torque,13
physics_pages/page_0378.md,3,door,9
physics_pages/page_0378.md,4,point,8
physics_pages/page_0378.md,5,direction,7
physics_pages/page_0378.md,6,figure,6
physics_pages/page_0378.md,7,hinges,6
physics_pages/page_0378.md,8,rotation,5
physics_pages/page_0378.md,9,smaller,5
physics_pages/page_0378.md,10,counterclockwise,5
physics_pages/page_0378.md,11,magnitude,5
physics_pages/page_0378.md,12,distance,4
physics_pages/page_0378.md,13,push,4
physics_pages/page_0378.md,14,acting,4
physics_pages/page_0378.md,15,pivot,4
physics_pages/page_0378.md,16,perpendicular,3
physics_pages/page_0378.md,17,effective,3
physics_pages/page_0378.md,18,produced,3
physics_pages/page_0378.md,19,open,3
physics_pages/page_0378.md,20,produces,2
physics_pages/page_0379.md,1,point,24
physics_pages/page_0379.md,2,torque,19
physics_pages/page_0379.md,3,pivot,17
physics_pages/page_0379.md,4,force,8
physics_pages/page_0379.md,5,clockwise,6
physics_pages/page_0379.md,6,counterclockwise,6
physics_pages/page_0379.md,7,r,6
physics_pages/page_0379.md,8,relative,6
physics_pages/page_0379.md,9,object,6
physics_pages/page_0379.md,10,rotate,6
physics_pages/page_0379.md,11,shown,5
physics_pages/page_0379.md,12,b,5
physics_pages/page_0379.md,13,figure,5
physics_pages/page_0379.md,14,m,5
physics_pages/page_0379.md,15,chosen,5
physics_pages/page_0379.md,16,f,5
physics_pages/page_0379.md,17,distance,4
physics_pages/page_0379.md,18,system,4
physics_pages/page_0379.md,19,applied,4
physics_pages/page_0379.md,20,torques,4
physics_pages/page_0380.md,1,pivot,7
physics_pages/page_0380.md,2,second,6
physics_pages/page_0380.md,3,torques,5
physics_pages/page_0380.md,4,forces,5
physics_pages/page_0380.md,5,children,5
physics_pages/page_0380.md,6,torque,4
physics_pages/page_0380.md,7,equilibrium,4
physics_pages/page_0380.md,8,seesaw,4
physics_pages/page_0380.md,9,child,4
physics_pages/page_0380.md,10,acting,3
physics_pages/page_0380.md,11,force,3
physics_pages/page_0380.md,12,mass,3
physics_pages/page_0380.md,13,p,3
physics_pages/page_0380.md,14,condition,3
physics_pages/page_0380.md,15,supporting,3
physics_pages/page_0380.md,16,system,3
physics_pages/page_0380.md,17,exerted,2
physics_pages/page_0380.md,18,point,2
physics_pages/page_0380.md,19,r,2
physics_pages/page_0380.md,20,k,2
physics_pages/page_0383.md,1,equilibrium,8
physics_pages/page_0383.md,2,pencil,5
physics_pages/page_0383.md,3,displaced,5
physics_pages/page_0383.md,4,torque,4
physics_pages/page_0383.md,5,figure,3
physics_pages/page_0383.md,6,unstable,3
physics_pages/page_0383.md,7,accelerates,2
physics_pages/page_0383.md,8,weight,2
physics_pages/page_0383.md,9,system,2
physics_pages/page_0383.md,10,slightly,2
physics_pages/page_0383.md,11,position,2
physics_pages/page_0383.md,12,net,2
physics_pages/page_0383.md,13,images,2
physics_pages/page_0383.md,14,away,2
physics_pages/page_0383.md,15,force,2
physics_pages/page_0383.md,16,counterclockwise,2
physics_pages/page_0383.md,17,displacement,2
physics_pages/page_0383.md,18,direction,2
physics_pages/page_0383.md,19,zero,2
physics_pages/page_0383.md,20,figures,1
physics_pages/page_0384.md,1,equilibrium,5
physics_pages/page_0384.md,2,figure,4
physics_pages/page_0384.md,3,example,3
physics_pages/page_0384.md,4,displacements,3
physics_pages/page_0384.md,5,saddle,2
physics_pages/page_0384.md,6,marble,2
physics_pages/page_0384.md,7,shows,2
physics_pages/page_0384.md,8,neutral,2
physics_pages/page_0384.md,9,displacement,2
physics_pages/page_0384.md,10,unstable,2
physics_pages/page_0384.md,11,position,1
physics_pages/page_0384.md,12,surface,1
physics_pages/page_0384.md,13,stable,1
physics_pages/page_0384.md,14,slightly,1
physics_pages/page_0384.md,15,situations,1
physics_pages/page_0384.md,16,system,1
physics_pages/page_0384.md,17,torque,1
physics_pages/page_0384.md,18,satisfied,1
physics_pages/page_0384.md,19,possible,1
physics_pages/page_0384.md,20,causing,1
physics_pages/page_0385.md,1,equilibrium,7
physics_pages/page_0385.md,2,stable,6
physics_pages/page_0385.md,3,support,5
